panoramaName;latitude;longitude;height;yaw;panoramaPointName
IMG_20210901_2100006766_000000.jpg;55.7270271843413;37.7177665553066;143.3;73.7;scene_1
IMG_20210901_2100006766_000001.jpg;55.7286057544597;37.7143129632615;143.2;80.7;scene_2
IMG_20210901_2100006766_000002.jpg;55.7299725945165;37.7183195104369;142.9;240.0;scene_3
IMG_20210901_2100006766_000003.jpg;55.7292446048027;37.7211221039314;142.5;258.2;scene_4
IMG_20210901_2100006817_000000.jpg;55.7969698393842;37.6162319835271;73.6;342.2;scene_1
IMG_20210901_2100006817_000001.jpg;55.7969609588977;37.6139833578471;73.3;91.3;scene_2
IMG_20211101_2100007600_000000.jpg;55.755723306409;37.468689217994;84.6;19.8;scene_1
IMG_20211101_2100007600_000001.jpg;55.7588897439957;37.4706643775298;87.9;205.5;scene_2
IMG_20211101_2100007601_000001.jpg;55.7470960971812;37.4581868757387;91.6;39.4;scene_2
IMG_20211101_2100007602_000000.jpg;55.7298394021591;37.4445505399678;95.6;139.0;scene_1
IMG_20211101_2100007602_000001.jpg;55.727811489792;37.4473100926871;88.6;290.3;scene_2
IMG_20211101_2100007604_000000.jpg;55.6964596438317;37.466256900817;102.2;325.4;scene_1
IMG_20211101_2100007604_000001.jpg;55.6987516840791;37.4635333642956;112.0;134.8;scene_2
IMG_20211101_2100007608_000001.jpg;55.6596186430405;37.5365582766864;91.7;113.5;scene_2
IMG_20211101_2100007609_000000.jpg;55.6564192890905;37.5716821271359;111.5;123.0;scene_1
IMG_20211101_2100007609_000001.jpg;55.6548792646547;37.5765570811021;117.2;300.1;scene_2
IMG_20211101_2100007610_000000.jpg;55.65215319309;37.5940568985516;117.4;73.3;scene_1
IMG_20211101_2100007610_000001.jpg;55.6533199918552;37.5986803107952;104.4;250.0;scene_2
IMG_20211101_2100007619_000000.jpg;55.705159162725;37.4430276763437;114.1;44.3;scene_1
IMG_20211101_2100007619_000001.jpg;55.7085478967553;37.4465508415194;115.0;49.0;scene_2
IMG_20211201_2100007678_000000.jpg;55.7557651573979;37.4684637349084;115.5;20.4;scene_1
IMG_20211201_2100007678_000001.jpg;55.7593153101822;37.4707036247989;121.7;197.6;scene_2
IMG_20211201_2100007698_000000.jpg;55.7076739470396;37.4465564804542;74.1;189.7;scene_1
IMG_20211201_2100007698_000001.jpg;55.7054884270192;37.4440089118693;74.6;24.7;scene_2
IMG_20211201_2100007718_000000.jpg;55.6565911358975;37.5712293857089;65.2;124.3;scene_1
IMG_20211201_2100007718_000001.jpg;55.6544948055132;37.5774595804234;65.0;303.6;scene_2
IMG_20211201_2100007722_000000.jpg;55.6525912160434;37.5957577848592;54.8;79.8;scene_1
IMG_20211201_2100007722_000001.jpg;55.653241533922;37.5986899984641;71.3;244.6;scene_2
IMG_20210902_2100006818_000000.jpg;55.635414419938;37.6531165641788;102.1;320.0;scene_1
IMG_20210902_2100006818_000001.jpg;55.6369077693126;37.6508322931101;102.2;141.5;scene_2
IMG_20210902_2100006821_000000.jpg;55.8352174892206;37.525515135452;111.9;253.6;scene_1
IMG_20210902_2100006821_000001.jpg;55.8345651587816;37.5226996547265;132.1;77.8;scene_2
IMG_20210902_2100006823_000000.jpg;55.839551587472;37.4404898803156;109.3;226.2;scene_1
IMG_20210902_2100006823_000001.jpg;55.8385685616756;37.4383764215522;109.2;57.8;scene_2
IMG_20210902_2100006824_000000.jpg;55.4840699425313;37.4959936745724;101.1;157.9;scene_1
IMG_20210902_2100006824_000001.jpg;55.4808390991961;37.498970124505;100.6;342.3;scene_2
IMG_20210902_2100006825_000000.jpg;55.8558360497037;37.5126547215642;94.8;189.7;scene_1
IMG_20210902_2100006825_000001.jpg;55.8542375017127;37.5121110840279;105.7;20.2;scene_2
IMG_20210902_2100006825_000001.jpg;55.8542540455893;37.5127456880617;105.6;317.6;scene_2
IMG_20210902_2100006826_000000.jpg;55.8542375017127;37.5121110840279;105.7;20.2;scene_1
IMG_20210902_2100006826_000000.jpg;55.8542540455893;37.5127456880617;105.6;317.6;scene_1
IMG_20210902_2100006826_000001.jpg;55.8551811247007;37.5106870440387;108.2;123.4;scene_2
IMG_20210902_2100006827_000000.jpg;55.7583002309677;37.5136655129377;136.2;183.9;scene_1
IMG_20210902_2100006827_000001.jpg;55.7542777466776;37.5131819842755;171.0;14.2;scene_2
IMG_20210902_2100006828_000000.jpg;55.7700579843943;37.6800599721176;68.7;202.5;scene_1
IMG_20210902_2100006828_000001.jpg;55.7681812863726;37.67961258605;76.3;26.0;scene_2
IMG_20210902_2100006829_000000.jpg;55.5946025537952;37.649675985772;103.5;16.5;scene_1
IMG_20210902_2100006829_000001.jpg;55.5971027760589;37.6498791697331;103.6;200.3;scene_2
IMG_20210902_2100006830_000000.jpg;55.7064879122255;37.8712936223937;67.5;89.4;scene_1
IMG_20210902_2100006830_000001.jpg;55.7068213847888;37.8745287188021;66.9;295.7;scene_2
IMG_20210902_2100006831_000000.jpg;55.6501566008081;37.5754586911505;93.6;163.1;scene_1
IMG_20210902_2100006831_000001.jpg;55.6480738842001;37.5761294729074;102.2;338.6;scene_2
IMG_20210902_2100006832_000000.jpg;55.7118487459112;37.7682036690027;97.0;89.2;scene_1
IMG_20210902_2100006832_000001.jpg;55.7115945935578;37.7712565106768;96.9;26.9;scene_2
IMG_20210902_2100006833_000000.jpg;55.8099311280394;37.6448742444936;92.5;317.9;scene_1
IMG_20210902_2100006833_000001.jpg;55.8111707135171;37.6426690601391;87.8;141.0;scene_2
IMG_20210902_2100006834_000000.jpg;55.8300193734257;37.5873504096318;69.0;134.3;scene_1
IMG_20210902_2100006834_000001.jpg;55.8290152271163;37.5893030089162;68.7;320.2;scene_2
IMG_20210902_2100006835_000000.jpg;55.6470387535683;37.617300710909;134.2;131.8;scene_1
IMG_20210902_2100006835_000001.jpg;55.6457400940548;37.6204902417915;133.1;297.0;scene_2
IMG_20210902_2100006836_000000.jpg;55.6257254521209;37.6690469870171;100.7;109.4;scene_1
IMG_20210902_2100006836_000001.jpg;55.6248166207607;37.672404247011;118.8;308.3;scene_2
IMG_20211202_2100008116_000000.jpg;55.8343486510755;37.5226302016479;107.2;55.3;scene_1
IMG_20211202_2100008116_000001.jpg;55.835641342132;37.5257686789315;107.9;237.2;scene_2
